Object,X,Y,Z,Time
Sun,    1.2636E+07,    7.8237E+05,    0.0000E+00,           11040000.
Jupiter,    7.6536E+11,    1.4380E+11,    0.0000E+00,           11040000.
Sun,    1.2774E+07,    7.9518E+05,    0.0000E+00,           11100000.
Jupiter,    7.6522E+11,    1.4458E+11,    0.0000E+00,           11100000.
Sun,    1.2912E+07,    8.0814E+05,    0.0000E+00,           11160000.
Jupiter,    7.6507E+11,    1.4535E+11,    0.0000E+00,           11160000.
Sun,    1.3050E+07,    8.2123E+05,    0.0000E+00,           11220000.
Jupiter,    7.6493E+11,    1.4612E+11,    0.0000E+00,           11220000.
Sun,    1.3190E+07,    8.3447E+05,    0.0000E+00,           11280000.
Jupiter,    7.6478E+11,    1.4689E+11,    0.0000E+00,           11280000.
Sun,    1.3330E+07,    8.4785E+05,    0.0000E+00,           11340000.
Jupiter,    7.6463E+11,    1.4767E+11,    0.0000E+00,           11340000.
Sun,    1.3471E+07,    8.6136E+05,    0.0000E+00,           11400000.
Jupiter,    7.6449E+11,    1.4844E+11,    0.0000E+00,           11400000.
Sun,    1.3613E+07,    8.7503E+05,    0.0000E+00,           11460000.
Jupiter,    7.6434E+11,    1.4921E+11,    0.0000E+00,           11460000.
Sun,    1.3756E+07,    8.8883E+05,    0.0000E+00,           11520000.
Jupiter,    7.6419E+11,    1.4998E+11,    0.0000E+00,           11520000.
Sun,    1.3899E+07,    9.0278E+05,    0.0000E+00,           11580000.
Jupiter,    7.6404E+11,    1.5075E+11,    0.0000E+00,           11580000.
Sun,    1.4043E+07,    9.1687E+05,    0.0000E+00,           11640000.
Jupiter,    7.6389E+11,    1.5152E+11,    0.0000E+00,           11640000.
Sun,    1.4188E+07,    9.3111E+05,    0.0000E+00,           11700000.
Jupiter,    7.6374E+11,    1.5229E+11,    0.0000E+00,           11700000.
Sun,    1.4333E+07,    9.4550E+05,    0.0000E+00,           11760000.
Jupiter,    7.6358E+11,    1.5307E+11,    0.0000E+00,           11760000.
Sun,    1.4479E+07,    9.6003E+05,    0.0000E+00,           11820000.
Jupiter,    7.6343E+11,    1.5384E+11,    0.0000E+00,           11820000.
Sun,    1.4626E+07,    9.7471E+05,    0.0000E+00,           11880000.
Jupiter,    7.6328E+11,    1.5461E+11,    0.0000E+00,           11880000.
Sun,    1.4774E+07,    9.8954E+05,    0.0000E+00,           11940000.
Jupiter,    7.6312E+11,    1.5538E+11,    0.0000E+00,           11940000.
Sun,    1.4922E+07,    1.0045E+06,    0.0000E+00,           12000000.
Jupiter,    7.6297E+11,    1.5615E+11,    0.0000E+00,           12000000.
Sun,    1.5071E+07,    1.0196E+06,    0.0000E+00,           12060000.
Jupiter,    7.6281E+11,    1.5692E+11,    0.0000E+00,           12060000.
Sun,    1.5221E+07,    1.0349E+06,    0.0000E+00,           12120000.
Jupiter,    7.6265E+11,    1.5769E+11,    0.0000E+00,           12120000.
Sun,    1.5372E+07,    1.0504E+06,    0.0000E+00,           12180000.
Jupiter,    7.6250E+11,    1.5846E+11,    0.0000E+00,           12180000.
Sun,    1.5523E+07,    1.0659E+06,    0.0000E+00,           12240000.
Jupiter,    7.6234E+11,    1.5923E+11,    0.0000E+00,           12240000.
Sun,    1.5675E+07,    1.0817E+06,    0.0000E+00,           12300000.
Jupiter,    7.6218E+11,    1.6000E+11,    0.0000E+00,           12300000.
Sun,    1.5828E+07,    1.0976E+06,    0.0000E+00,           12360000.
Jupiter,    7.6202E+11,    1.6077E+11,    0.0000E+00,           12360000.
Sun,    1.5981E+07,    1.1136E+06,    0.0000E+00,           12420000.
Jupiter,    7.6186E+11,    1.6154E+11,    0.0000E+00,           12420000.
Sun,    1.6135E+07,    1.1298E+06,    0.0000E+00,           12480000.
Jupiter,    7.6170E+11,    1.6230E+11,    0.0000E+00,           12480000.
Sun,    1.6290E+07,    1.1462E+06,    0.0000E+00,           12540000.
Jupiter,    7.6153E+11,    1.6307E+11,    0.0000E+00,           12540000.
Sun,    1.6446E+07,    1.1627E+06,    0.0000E+00,           12600000.
Jupiter,    7.6137E+11,    1.6384E+11,    0.0000E+00,           12600000.
Sun,    1.6603E+07,    1.1793E+06,    0.0000E+00,           12660000.
Jupiter,    7.6121E+11,    1.6461E+11,    0.0000E+00,           12660000.
Sun,    1.6760E+07,    1.1962E+06,    0.0000E+00,           12720000.
Jupiter,    7.6104E+11,    1.6538E+11,    0.0000E+00,           12720000.
Sun,    1.6918E+07,    1.2132E+06,    0.0000E+00,           12780000.
Jupiter,    7.6088E+11,    1.6615E+11,    0.0000E+00,           12780000.
Sun,    1.7076E+07,    1.2303E+06,    0.0000E+00,           12840000.
Jupiter,    7.6071E+11,    1.6692E+11,    0.0000E+00,           12840000.
Sun,    1.7236E+07,    1.2476E+06,    0.0000E+00,           12900000.
Jupiter,    7.6054E+11,    1.6768E+11,    0.0000E+00,           12900000.
Sun,    1.7396E+07,    1.2651E+06,    0.0000E+00,           12960000.
Jupiter,    7.6038E+11,    1.6845E+11,    0.0000E+00,           12960000.
Sun,    1.7557E+07,    1.2827E+06,    0.0000E+00,           13020000.
Jupiter,    7.6021E+11,    1.6922E+11,    0.0000E+00,           13020000.
Sun,    1.7718E+07,    1.3005E+06,    0.0000E+00,           13080000.
Jupiter,    7.6004E+11,    1.6999E+11,    0.0000E+00,           13080000.
Sun,    1.7880E+07,    1.3185E+06,    0.0000E+00,           13140000.
Jupiter,    7.5987E+11,    1.7075E+11,    0.0000E+00,           13140000.
Sun,    1.8043E+07,    1.3366E+06,    0.0000E+00,           13200000.
Jupiter,    7.5970E+11,    1.7152E+11,    0.0000E+00,           13200000.
Sun,    1.8207E+07,    1.3549E+06,    0.0000E+00,           13260000.
Jupiter,    7.5953E+11,    1.7229E+11,    0.0000E+00,           13260000.
Sun,    1.8372E+07,    1.3733E+06,    0.0000E+00,           13320000.
Jupiter,    7.5935E+11,    1.7305E+11,    0.0000E+00,           13320000.
Sun,    1.8537E+07,    1.3919E+06,    0.0000E+00,           13380000.
Jupiter,    7.5918E+11,    1.7382E+11,    0.0000E+00,           13380000.
Sun,    1.8703E+07,    1.4107E+06,    0.0000E+00,           13440000.
Jupiter,    7.5901E+11,    1.7459E+11,    0.0000E+00,           13440000.
Sun,    1.8869E+07,    1.4297E+06,    0.0000E+00,           13500000.
Jupiter,    7.5883E+11,    1.7535E+11,    0.0000E+00,           13500000.
Sun,    1.9037E+07,    1.4488E+06,    0.0000E+00,           13560000.
Jupiter,    7.5866E+11,    1.7612E+11,    0.0000E+00,           13560000.
Sun,    1.9205E+07,    1.4681E+06,    0.0000E+00,           13620000.
Jupiter,    7.5848E+11,    1.7688E+11,    0.0000E+00,           13620000.
Sun,    1.9374E+07,    1.4875E+06,    0.0000E+00,           13680000.
Jupiter,    7.5830E+11,    1.7765E+11,    0.0000E+00,           13680000.
Sun,    1.9543E+07,    1.5072E+06,    0.0000E+00,           13740000.
Jupiter,    7.5813E+11,    1.7842E+11,    0.0000E+00,           13740000.
Sun,    1.9714E+07,    1.5270E+06,    0.0000E+00,           13800000.
Jupiter,    7.5795E+11,    1.7918E+11,    0.0000E+00,           13800000.
Sun,    1.9885E+07,    1.5469E+06,    0.0000E+00,           13860000.
Jupiter,    7.5777E+11,    1.7995E+11,    0.0000E+00,           13860000.
Sun,    2.0056E+07,    1.5671E+06,    0.0000E+00,           13920000.
Jupiter,    7.5759E+11,    1.8071E+11,    0.0000E+00,           13920000.
Sun,    2.0229E+07,    1.5874E+06,    0.0000E+00,           13980000.
Jupiter,    7.5741E+11,    1.8148E+11,    0.0000E+00,           13980000.
Sun,    2.0402E+07,    1.6079E+06,    0.0000E+00,           14040000.
Jupiter,    7.5723E+11,    1.8224E+11,    0.0000E+00,           14040000.
Sun,    2.0576E+07,    1.6286E+06,    0.0000E+00,           14100000.
Jupiter,    7.5704E+11,    1.8300E+11,    0.0000E+00,           14100000.
Sun,    2.0751E+07,    1.6494E+06,    0.0000E+00,           14160000.
Jupiter,    7.5686E+11,    1.8377E+11,    0.0000E+00,           14160000.
Sun,    2.0926E+07,    1.6704E+06,    0.0000E+00,           14220000.
Jupiter,    7.5668E+11,    1.8453E+11,    0.0000E+00,           14220000.
Sun,    2.1102E+07,    1.6916E+06,    0.0000E+00,           14280000.
Jupiter,    7.5649E+11,    1.8530E+11,    0.0000E+00,           14280000.
Sun,    2.1279E+07,    1.7130E+06,    0.0000E+00,           14340000.
Jupiter,    7.5631E+11,    1.8606E+11,    0.0000E+00,           14340000.
Sun,    2.1457E+07,    1.7346E+06,    0.0000E+00,           14400000.
Jupiter,    7.5612E+11,    1.8682E+11,    0.0000E+00,           14400000.
Sun,    2.1635E+07,    1.7563E+06,    0.0000E+00,           14460000.
Jupiter,    7.5593E+11,    1.8759E+11,    0.0000E+00,           14460000.
Sun,    2.1814E+07,    1.7782E+06,    0.0000E+00,           14520000.
Jupiter,    7.5575E+11,    1.8835E+11,    0.0000E+00,           14520000.
Sun,    2.1994E+07,    1.8003E+06,    0.0000E+00,           14580000.
Jupiter,    7.5556E+11,    1.8911E+11,    0.0000E+00,           14580000.
Sun,    2.2174E+07,    1.8226E+06,    0.0000E+00,           14640000.
Jupiter,    7.5537E+11,    1.8987E+11,    0.0000E+00,           14640000.
Sun,    2.2356E+07,    1.8450E+06,    0.0000E+00,           14700000.
Jupiter,    7.5518E+11,    1.9064E+11,    0.0000E+00,           14700000.
Sun,    2.2538E+07,    1.8677E+06,    0.0000E+00,           14760000.
Jupiter,    7.5499E+11,    1.9140E+11,    0.0000E+00,           14760000.
Sun,    2.2720E+07,    1.8905E+06,    0.0000E+00,           14820000.
Jupiter,    7.5480E+11,    1.9216E+11,    0.0000E+00,           14820000.
Sun,    2.2904E+07,    1.9135E+06,    0.0000E+00,           14880000.
Jupiter,    7.5461E+11,    1.9292E+11,    0.0000E+00,           14880000.
Sun,    2.3088E+07,    1.9367E+06,    0.0000E+00,           14940000.
Jupiter,    7.5441E+11,    1.9369E+11,    0.0000E+00,           14940000.
Sun,    2.3273E+07,    1.9601E+06,    0.0000E+00,           15000000.
Jupiter,    7.5422E+11,    1.9445E+11,    0.0000E+00,           15000000.
Sun,    2.3458E+07,    1.9837E+06,    0.0000E+00,           15060000.
Jupiter,    7.5402E+11,    1.9521E+11,    0.0000E+00,           15060000.
Sun,    2.3644E+07,    2.0074E+06,    0.0000E+00,           15120000.
Jupiter,    7.5383E+11,    1.9597E+11,    0.0000E+00,           15120000.
Sun,    2.3832E+07,    2.0314E+06,    0.0000E+00,           15180000.
Jupiter,    7.5363E+11,    1.9673E+11,    0.0000E+00,           15180000.
Sun,    2.4019E+07,    2.0555E+06,    0.0000E+00,           15240000.
Jupiter,    7.5344E+11,    1.9749E+11,    0.0000E+00,           15240000.
Sun,    2.4208E+07,    2.0798E+06,    0.0000E+00,           15300000.
Jupiter,    7.5324E+11,    1.9825E+11,    0.0000E+00,           15300000.
Sun,    2.4397E+07,    2.1044E+06,    0.0000E+00,           15360000.
Jupiter,    7.5304E+11,    1.9901E+11,    0.0000E+00,           15360000.
Sun,    2.4587E+07,    2.1291E+06,    0.0000E+00,           15420000.
Jupiter,    7.5284E+11,    1.9977E+11,    0.0000E+00,           15420000.
Sun,    2.4777E+07,    2.1540E+06,    0.0000E+00,           15480000.
Jupiter,    7.5264E+11,    2.0053E+11,    0.0000E+00,           15480000.
Sun,    2.4969E+07,    2.1790E+06,    0.0000E+00,           15540000.
Jupiter,    7.5244E+11,    2.0129E+11,    0.0000E+00,           15540000.
Sun,    2.5161E+07,    2.2043E+06,    0.0000E+00,           15600000.
Jupiter,    7.5224E+11,    2.0205E+11,    0.0000E+00,           15600000.
Sun,    2.5354E+07,    2.2298E+06,    0.0000E+00,           15660000.
Jupiter,    7.5204E+11,    2.0281E+11,    0.0000E+00,           15660000.
Sun,    2.5547E+07,    2.2555E+06,    0.0000E+00,           15720000.
Jupiter,    7.5184E+11,    2.0357E+11,    0.0000E+00,           15720000.
Sun,    2.5742E+07,    2.2814E+06,    0.0000E+00,           15780000.
Jupiter,    7.5163E+11,    2.0433E+11,    0.0000E+00,           15780000.
Sun,    2.5937E+07,    2.3074E+06,    0.0000E+00,           15840000.
Jupiter,    7.5143E+11,    2.0509E+11,    0.0000E+00,           15840000.
Sun,    2.6132E+07,    2.3337E+06,    0.0000E+00,           15900000.
Jupiter,    7.5122E+11,    2.0585E+11,    0.0000E+00,           15900000.
Sun,    2.6329E+07,    2.3601E+06,    0.0000E+00,           15960000.
Jupiter,    7.5102E+11,    2.0660E+11,    0.0000E+00,           15960000.
Sun,    2.6526E+07,    2.3868E+06,    0.0000E+00,           16020000.
Jupiter,    7.5081E+11,    2.0736E+11,    0.0000E+00,           16020000.
Sun,    2.6724E+07,    2.4137E+06,    0.0000E+00,           16080000.
Jupiter,    7.5060E+11,    2.0812E+11,    0.0000E+00,           16080000.
Sun,    2.6922E+07,    2.4407E+06,    0.0000E+00,           16140000.
Jupiter,    7.5040E+11,    2.0888E+11,    0.0000E+00,           16140000.
Sun,    2.7122E+07,    2.4680E+06,    0.0000E+00,           16200000.
Jupiter,    7.5019E+11,    2.0963E+11,    0.0000E+00,           16200000.
Sun,    2.7322E+07,    2.4954E+06,    0.0000E+00,           16260000.
Jupiter,    7.4998E+11,    2.1039E+11,    0.0000E+00,           16260000.
Sun,    2.7522E+07,    2.5231E+06,    0.0000E+00,           16320000.
Jupiter,    7.4977E+11,    2.1115E+11,    0.0000E+00,           16320000.
Sun,    2.7724E+07,    2.5510E+06,    0.0000E+00,           16380000.
Jupiter,    7.4956E+11,    2.1191E+11,    0.0000E+00,           16380000.
Sun,    2.7926E+07,    2.5790E+06,    0.0000E+00,           16440000.
Jupiter,    7.4934E+11,    2.1266E+11,    0.0000E+00,           16440000.
Sun,    2.8129E+07,    2.6073E+06,    0.0000E+00,           16500000.
Jupiter,    7.4913E+11,    2.1342E+11,    0.0000E+00,           16500000.
Sun,    2.8333E+07,    2.6358E+06,    0.0000E+00,           16560000.
Jupiter,    7.4892E+11,    2.1417E+11,    0.0000E+00,           16560000.
Sun,    2.8537E+07,    2.6645E+06,    0.0000E+00,           16620000.
Jupiter,    7.4870E+11,    2.1493E+11,    0.0000E+00,           16620000.
Sun,    2.8742E+07,    2.6933E+06,    0.0000E+00,           16680000.
Jupiter,    7.4849E+11,    2.1569E+11,    0.0000E+00,           16680000.
Sun,    2.8948E+07,    2.7224E+06,    0.0000E+00,           16740000.
Jupiter,    7.4827E+11,    2.1644E+11,    0.0000E+00,           16740000.
Sun,    2.9154E+07,    2.7517E+06,    0.0000E+00,           16800000.
Jupiter,    7.4806E+11,    2.1720E+11,    0.0000E+00,           16800000.
Sun,    2.9361E+07,    2.7813E+06,    0.0000E+00,           16860000.
Jupiter,    7.4784E+11,    2.1795E+11,    0.0000E+00,           16860000.
Sun,    2.9569E+07,    2.8110E+06,    0.0000E+00,           16920000.
Jupiter,    7.4762E+11,    2.1871E+11,    0.0000E+00,           16920000.
Sun,    2.9778E+07,    2.8409E+06,    0.0000E+00,           16980000.
Jupiter,    7.4740E+11,    2.1946E+11,    0.0000E+00,           16980000.
Sun,    2.9987E+07,    2.8711E+06,    0.0000E+00,           17040000.
Jupiter,    7.4718E+11,    2.2022E+11,    0.0000E+00,           17040000.
Sun,    3.0198E+07,    2.9014E+06,    0.0000E+00,           17100000.
Jupiter,    7.4696E+11,    2.2097E+11,    0.0000E+00,           17100000.
Sun,    3.0408E+07,    2.9320E+06,    0.0000E+00,           17160000.
Jupiter,    7.4674E+11,    2.2172E+11,    0.0000E+00,           17160000.
Sun,    3.0620E+07,    2.9628E+06,    0.0000E+00,           17220000.
Jupiter,    7.4652E+11,    2.2248E+11,    0.0000E+00,           17220000.
Sun,    3.0832E+07,    2.9938E+06,    0.0000E+00,           17280000.
Jupiter,    7.4630E+11,    2.2323E+11,    0.0000E+00,           17280000.
Sun,    3.1045E+07,    3.0250E+06,    0.0000E+00,           17340000.
Jupiter,    7.4608E+11,    2.2398E+11,    0.0000E+00,           17340000.
Sun,    3.1259E+07,    3.0564E+06,    0.0000E+00,           17400000.
Jupiter,    7.4585E+11,    2.2474E+11,    0.0000E+00,           17400000.
Sun,    3.1473E+07,    3.0880E+06,    0.0000E+00,           17460000.
Jupiter,    7.4563E+11,    2.2549E+11,    0.0000E+00,           17460000.
Sun,    3.1688E+07,    3.1199E+06,    0.0000E+00,           17520000.
Jupiter,    7.4540E+11,    2.2624E+11,    0.0000E+00,           17520000.
Sun,    3.1904E+07,    3.1520E+06,    0.0000E+00,           17580000.
Jupiter,    7.4518E+11,    2.2700E+11,    0.0000E+00,           17580000.
Sun,    3.2121E+07,    3.1842E+06,    0.0000E+00,           17640000.
Jupiter,    7.4495E+11,    2.2775E+11,    0.0000E+00,           17640000.
Sun,    3.2338E+07,    3.2168E+06,    0.0000E+00,           17700000.
Jupiter,    7.4472E+11,    2.2850E+11,    0.0000E+00,           17700000.
Sun,    3.2556E+07,    3.2495E+06,    0.0000E+00,           17760000.
Jupiter,    7.4449E+11,    2.2925E+11,    0.0000E+00,           17760000.
Sun,    3.2775E+07,    3.2824E+06,    0.0000E+00,           17820000.
Jupiter,    7.4426E+11,    2.3000E+11,    0.0000E+00,           17820000.
Sun,    3.2994E+07,    3.3156E+06,    0.0000E+00,           17880000.
Jupiter,    7.4403E+11,    2.3075E+11,    0.0000E+00,           17880000.
Sun,    3.3214E+07,    3.3490E+06,    0.0000E+00,           17940000.
Jupiter,    7.4380E+11,    2.3151E+11,    0.0000E+00,           17940000.
Sun,    3.3435E+07,    3.3826E+06,    0.0000E+00,           18000000.
Jupiter,    7.4357E+11,    2.3226E+11,    0.0000E+00,           18000000.
Sun,    3.3657E+07,    3.4164E+06,    0.0000E+00,           18060000.
Jupiter,    7.4334E+11,    2.3301E+11,    0.0000E+00,           18060000.
Sun,    3.3879E+07,    3.4505E+06,    0.0000E+00,           18120000.
Jupiter,    7.4311E+11,    2.3376E+11,    0.0000E+00,           18120000.
Sun,    3.4102E+07,    3.4848E+06,    0.0000E+00,           18180000.
Jupiter,    7.4287E+11,    2.3451E+11,    0.0000E+00,           18180000.
Sun,    3.4326E+07,    3.5193E+06,    0.0000E+00,           18240000.
Jupiter,    7.4264E+11,    2.3526E+11,    0.0000E+00,           18240000.
Sun,    3.4550E+07,    3.5540E+06,    0.0000E+00,           18300000.
Jupiter,    7.4240E+11,    2.3601E+11,    0.0000E+00,           18300000.
Sun,    3.4775E+07,    3.5890E+06,    0.0000E+00,           18360000.
Jupiter,    7.4217E+11,    2.3676E+11,    0.0000E+00,           18360000.
Sun,    3.5001E+07,    3.6242E+06,    0.0000E+00,           18420000.
Jupiter,    7.4193E+11,    2.3751E+11,    0.0000E+00,           18420000.
Sun,    3.5227E+07,    3.6596E+06,    0.0000E+00,           18480000.
Jupiter,    7.4170E+11,    2.3825E+11,    0.0000E+00,           18480000.
Sun,    3.5455E+07,    3.6953E+06,    0.0000E+00,           18540000.
Jupiter,    7.4146E+11,    2.3900E+11,    0.0000E+00,           18540000.
Sun,    3.5683E+07,    3.7311E+06,    0.0000E+00,           18600000.
Jupiter,    7.4122E+11,    2.3975E+11,    0.0000E+00,           18600000.
Sun,    3.5911E+07,    3.7672E+06,    0.0000E+00,           18660000.
Jupiter,    7.4098E+11,    2.4050E+11,    0.0000E+00,           18660000.
Sun,    3.6141E+07,    3.8036E+06,    0.0000E+00,           18720000.
Jupiter,    7.4074E+11,    2.4125E+11,    0.0000E+00,           18720000.
Sun,    3.6371E+07,    3.8402E+06,    0.0000E+00,           18780000.
